protein,CC,ECC,SL_Nb,GO_Nb,degree,essential,MEM_FET
YLR268W,0.09359605911330049,1.5970778049869787,44.38888888888889,65.21626984126985,29,0,2.597077804986979
YLR384C,0.26666666666666666,0.1039081289081289,9.75,7.285714285714286,6,0,1.103908128908129
YLR418C,0.020147420147420148,2.1700791987511505,592.5,121.46600066600068,111,0,3.1700791987511505
YML041C,0.17647058823529413,0.6924473479286524,67.33333333333334,46.75,17,0,1.6924473479286524
YML047C,0.0,0.0,0.0,0.0,3,0,0.0
YMR060C,0.05454545454545454,0.12706661375194755,0.0,0.0,11,0,0.5563332238776819
YMR312W,0.358974358974359,0.5358457534706448,16.333333333333332,23.806135531135528,13,0,1.5358457534706447
YNL140C,0.2857142857142857,0.12970661573425124,0.0,4.432142857142857,8,0,1.1297066157342512
YNL215W,0.23809523809523808,0.12332599174704437,14.0,40.0,7,0,1.1233259917470444
YNL298W,0.09523809523809523,8.046642015704219,0.0,454.3016872016872,91,0,9.046642015704219
YOL012C,0.3253968253968254,3.8346881458261137,92.16666666666667,149.6883116883117,28,0,4.834688145826114
YOR123C,0.13186813186813187,0.5204762581735113,35.0,17.299999999999997,14,0,1.5204762581735114
YOR213C,0.0,0.0,0.0,0.0,4,0,0.0
YOR304W,0.0,0.0,0.0,0.0,2,0,0.0
YPL055C,0.19230769230769232,0.48844413556680727,76.0,25.73333333333333,13,0,1.4884441355668072
YPL086C,0.19047619047619047,0.1278898082695551,10.25,7.25,7,0,1.127889808269555
YPL101W,0.2,0.10654952173939515,8.666666666666666,2.8166666666666664,6,0,1.1065495217393952
YPL102C,0.1,0.023544973544973542,0.0,0.0,5,0,1.0235449735449735
YPL144W,0.0,0.0,0.0,0.0,3,0,0.0
YPL174C,0.14612244897959184,5.245175496635571,215.7333333333333,485.0,50,0,6.245175496635571
YPR023C,0.6666666666666666,0.13617891754909822,2.0,5.619047619047619,6,0,1.1361789175490982
YAL014C,0.16666666666666666,0.19642857142857142,2.25,2.013888888888889,4,0,1.1964285714285714
YAL030W,0.19047619047619047,0.8345959595959597,4.666666666666667,8.344871794871795,7,0,1.8345959595959598
YMR197C,0.25,1.814033189033189,22.416666666666668,12.90277777777778,9,1,2.8140331890331893
YOR036W,0.06666666666666667,0.995238095238095,31.833333333333332,15.166666666666668,15,1,1.995238095238095
YAL016W,0.16666666666666666,0.30000000000000004,0.0,2.840336134453781,4,0,1.3
YCR066W,0.047619047619047616,0.0696078431372549,4.0,1.3333333333333333,7,0,1.0696078431372549
YDL134C,0.13333333333333333,0.6111111111111112,0.0,5.328571428571428,6,0,1.6111111111111112
YNL127W,0.1,0.3611111111111111,0.0,2.083333333333333,5,0,1.3611111111111112
YOR014W,0.05454545454545454,0.2693457943925234,9.166666666666668,3.284313725490196,11,0,1.2693457943925233
YAL020C,0.0,0.0,0.0,0.0,2,0,0.0
YML085C,0.2833333333333333,2.0716921070065086,114.08333333333333,100.0,16,1,3.0716921070065086
YAL021C,0.08333333333333333,0.5261904761904762,12.5,2.2976190476190474,9,0,1.526190476190476
YDL160C,0.08571428571428572,0.8650385565507049,29.0,5.880952380952381,15,0,1.8650385565507048
YGL178W,0.08333333333333333,0.5327380952380952,10.5,10.1,9,0,1.5327380952380953
YGR092W,0.09166666666666666,1.3975810738968633,9.758333333333333,11.411111111111111,16,0,2.3975810738968635
YGR116W,0.25,1.7936974789915965,2.0,0.0,8,1,1.9330743822476284
YJL127C,0.0,0.0,0.0,0.0,1,0,0.0
YJR060W,0.09166666666666666,1.0632001280838461,20.277777777777775,7.784632034632034,16,0,2.063200128083846
YLR150W,0.0,0.0,0.0,0.0,6,0,0.0
YML032C,0.23809523809523808,5.354100384744382,460.6666666666667,251.2760989010989,36,0,6.354100384744382
YNR052C,0.16666666666666666,0.8399230660643705,17.725,6.857142857142857,9,1,1.8399230660643706
YAL023C,0.3333333333333333,1.6316895139754317,3.0,2.063492063492064,6,0,2.6316895139754317
YDL095W,0.6666666666666666,2.1333333333333333,3.0,0.0,4,0,2.4458333333333333
YJR143C,0.5,1.7333333333333334,3.0,0.0,4,0,2.0217948717948717
YOR321W,0.5,1.7333333333333334,3.0,0.0,4,0,2.0217948717948717
YAL024C,0.10526315789473684,1.15185736610244,47.733333333333334,94.0,19,0,2.15185736610244
YAR019C,0.16666666666666666,1.7889338731443996,19.761111111111113,31.563492063492067,13,1,2.7889338731443996
YBR140C,0.0,0.0,0.0,0.0,2,1,0.0
YGR152C,0.2777777777777778,1.046067821067821,8.166666666666666,27.26388888888889,9,0,2.0460678210678207
YHR152W,0.021052631578947368,0.29465214761040526,0.0,10.25,20,0,1.2946521476104054
YIL106W,0.09090909090909091,0.9525252525252526,4.366666666666667,14.785714285714288,12,1,1.9525252525252526
YIR009W,0.0,0.0,0.0,0.0,25,0,0.0
YML064C,0.007177033492822967,0.5526315789473683,0.0,41.43650793650794,77,1,1.5526315789473681
YNL098C,0.06593406593406594,0.8803418803418803,14.916666666666666,13.311507936507937,14,0,1.8803418803418803
YOR101W,0.2857142857142857,1.1006216006216005,14.916666666666666,24.78571428571429,7,0,2.1006216006216007
YAL025C,0.3333333333333333,0.09347826086956522,4.0,0.0,3,1,1.0934782608695652
YJR044C,0.0,0.0,0.0,0.0,1,0,0.0
YAL026C,0.1111111111111111,0.21424645511996698,0.0,2.063492063492064,10,0,1.214246455119967
YPL048W,0.0,0.0,0.0,0.0,1,0,0.0
YPL146C,0.0,0.0,0.0,0.0,3,1,0.0
YAL028W,0.0,0.0,0.0,0.0,2,0,0.0
YLR233C,0.0,0.0,0.0,0.0,8,0,0.0
YAL029C,0.0,0.0,0.0,0.0,1,0,0.0
YFL039C,0.054187192118226604,1.2458501295459756,52.333333333333336,15.07200956937799,29,1,2.2458501295459756
YBL050W,0.15151515151515152,1.6794733044733043,38.5,17.18888888888889,12,1,2.679473304473304
YDR164C,0.0,0.0,0.0,0.0,4,1,0.0
YDR468C,0.2222222222222222,1.5403170359052714,11.500000000000002,14.875,9,1,2.5403170359052716
YGR009C,0.0641025641025641,0.7005649717514124,0.0,11.833333333333332,13,1,1.7005649717514124
YOR327C,0.08888888888888889,0.3794975300449753,7.75,9.266666666666666,10,0,1.3794975300449752
YPL232W,0.16666666666666666,0.25,0.0,2.628205128205128,4,0,1.25
YAL032C,0.09523809523809523,0.4117063492063492,13.833333333333332,6.916666666666666,7,1,1.4117063492063493
YDR416W,0.0,0.0,0.0,0.0,11,1,0.0
YLR345W,0.047619047619047616,0.1736111111111111,9.333333333333334,3.5,7,0,1.1736111111111112
YLR423C,0.013608428446005268,0.9155235965919394,86.44166666666668,61.26410256410258,68,0,1.9155235965919393
YPL151C,0.16666666666666666,0.23809523809523808,1.0,4.0,4,1,1.2380952380952381
YAL033W,0.0,0.0,0.0,0.0,1,1,0.0
YJR115W,0.0,0.0,0.0,0.0,1,0,0.0
YAL034W-A,0.0,0.0,0.0,0.0,4,1,0.0
YGL172W,0.1388888888888889,0.7981997677119629,8.333333333333332,12.69047619047619,9,1,1.7981997677119628
YGR120C,0.075,0.8800098884459688,20.16666666666666,27.857142857142858,16,1,1.8800098884459688
YKL103C,0.06666666666666667,0.3380044046604149,5.166666666666667,1.4285714285714286,10,0,1.338004404660415
YAL035W,0.0,0.0,0.0,0.0,3,1,0.0
YDL220C,0.16666666666666666,0.6666666666666666,4.0,9.0,4,1,1.6666666666666665
YLR241W,0.0,0.0,0.0,0.0,3,0,0.0
YAL036C,0.1,0.27692307692307694,13.3,5.4,5,0,1.2769230769230768
YDL065C,0.04395604395604396,0.4204834497703768,4.116666666666666,6.7,14,0,1.4204834497703769
YDR152W,0.0,0.0,0.0,0.0,3,0,0.0
YNR022C,0.0,0.0,0.0,0.0,2,0,0.0
YAL038W,0.0,0.0,0.0,0.0,3,1,0.0
YNL307C,0.1111111111111111,0.1305838858645211,0.0,29.75,10,0,1.1305838858645212
YOR347C,0.0,0.0,0.0,0.0,1,0,0.0
YBL016W,0.0989010989010989,1.293641343176947,1.5,4.357142857142857,14,0,2.293641343176947
YBR160W,0.04187192118226601,1.174299049022704,0.0,19.80725108225108,29,1,2.174299049022704
YDL047W,0.19696969696969696,2.0561242678889737,8.5,5.0,12,0,3.0561242678889737
YDL132W,0.19047619047619047,2.644045776205219,23.416666666666664,30.152380952380952,15,1,3.644045776205219
YER167W,0.0,0.0,0.0,0.0,2,0,0.0
YFR040W,0.5,2.675814449948494,8.5,7.935064935064935,8,0,3.675814449948494
YJL013C,0.48484848484848486,3.9908524216228076,165.33333333333334,192.46666666666667,22,0,4.990852421622808
YJL098W,0.8,2.573873185637891,0.0,4.090909090909091,6,0,3.573873185637891
YJL157C,0.17857142857142858,0.47730504789328315,0.0,3.333333333333333,8,1,1.4773050478932832
YKL092C,0.3333333333333333,0.16993464052287582,0.0,0.0,3,0,1.1699346405228759
YKR028W,0.42857142857142855,2.5738731856378916,8.5,4.090909090909091,8,0,3.5738731856378916
YLL024C,0.0,0.0,0.0,0.0,6,0,0.0
YLR079W,0.24358974358974358,2.593784092584402,13.458333333333332,83.8,13,0,3.593784092584402
YMR199W,0.2777777777777778,1.4567226890756302,0.0,47.766666666666666,9,0,2.4567226890756304
YOL145C,0.0,0.0,0.0,0.0,4,0,0.0
YPL256C,0.3111111111111111,2.053244631185808,0.0,57.21904761904762,10,0,3.053244631185808
YAL041W,0.09523809523809523,1.5727272727272728,0.0,63.73409090909091,21,1,2.5727272727272728
YBR200W,0.15151515151515152,3.6193142364854114,207.83333333333334,162.27380952380952,34,1,4.619314236485412
YDR264C,0.14545454545454545,1.1976874003189792,11.416666666666666,14.0,11,0,2.197687400318979
YER155C,0.21587301587301588,4.648937277378327,0.0,147.13582251082252,36,0,5.648937277378327
YGL233W,0.32142857142857145,1.290169246948908,8.555555555555554,5.208333333333334,8,1,2.290169246948908
YGR221C,0.0,0.0,0.0,0.0,2,0,0.0
YHL007C,0.3111111111111111,1.0548800872330284,6.111111111111111,33.33116883116883,10,0,2.0548800872330286
YIL079C,0.0,0.0,0.0,0.0,2,0,0.0
YJL187C,0.10909090909090909,0.5304560195222071,14.666666666666666,3.6363636363636367,11,0,1.530456019522207
YKL080W,0.0,0.0,0.0,0.0,3,0,0.0
YLR206W,0.0,0.0,0.0,0.0,3,0,0.0
YLR229C,0.06976744186046512,2.6709143880029953,31.222222222222225,83.06111388611389,43,1,3.6709143880029953
YOR188W,0.7,0.5174306086070792,0.0,116.0,5,0,1.5174306086070792
YOR212W,0.14102564102564102,1.643859649122807,0.0,13.129761904761905,13,0,2.643859649122807
YPL161C,0.1010752688172043,1.9071621801045646,0.0,252.66666666666669,31,0,2.9071621801045646
YAL042W,0.0,0.0,0.0,0.0,2,0,0.0
YDL239C,0.017204301075268817,0.4597014925373134,11.777777777777779,18.35,31,0,1.4597014925373135
YML067C,0.0,0.0,0.0,0.0,1,0,0.0
YAL043C,0.4166666666666667,3.4027777777777777,6.0,16.616666666666667,9,1,4.402777777777778
YDR301W,0.9047619047619048,4.81547619047619,7.0,22.25,7,1,5.81547619047619
YJR093C,0.4888888888888889,4.65,17.0,23.2,10,1,5.65
YKR002W,0.2948717948717949,3.8,17.5,14.492857142857142,13,1,4.8
YLR115W,1.0,3.700396825396826,6.0,22.75,6,1,4.700396825396826
YLR277C,0.4222222222222222,4.055555555555556,7.0,16.00952380952381,10,1,5.055555555555556
YPR107C,0.6785714285714286,4.601190476190476,7.0,19.200000000000003,8,1,5.601190476190476
YAL047C,0.03636363636363636,0.4,3.0,0.0,11,0,0.4909090909090909
YGL212W,0.0196078431372549,0.1678012212079076,25.5,6.111111111111112,18,0,1.1678012212079076
YHR172W,0.2,1.042857142857143,5.527777777777778,3.858585858585859,6,1,2.0428571428571427
YIL061C,0.0,0.0,0.0,0.0,30,1,0.0
YJL113W,0.6666666666666666,0.8333333333333333,0.0,0.0,3,0,1.6333333333333333
YJL114W,0.3333333333333333,0.8333333333333333,0.0,0.0,4,0,1.2333333333333334
YLR045C,0.2,0.19880021938845469,6.277777777777779,6.404761904761905,6,1,1.1988002193884546
YLR429W,0.0,0.0,0.0,0.0,4,0,0.0
YNL126W,0.26666666666666666,1.1917748917748918,6.861111111111111,4.571428571428571,6,1,2.191774891774892
YAL049C,0.0,0.0,0.0,0.0,1,0,0.0
YNL094W,0.08088235294117647,0.8812412486615601,137.95,2.0090909090909093,17,0,1.88124124866156
YAL051W,0.0,0.0,0.0,0.0,1,0,0.0
YOR363C,0.0,0.0,0.0,0.0,1,0,0.0
YAL054C,0.0,0.0,0.0,0.0,4,0,0.0
YLR153C,0.0,0.0,0.0,0.0,3,1,0.0
YAL058W,0.03571428571428571,0.08840579710144927,0.0,0.0,8,0,0.4923870617384516
YGL084C,0.16666666666666666,0.892909514731425,58.583333333333336,11.283333333333331,16,1,1.892909514731425
YKL194C,0.0,0.0,0.0,0.0,5,0,0.0
YKL197C,0.0,0.0,0.0,0.0,2,0,0.0
YNL171C,0.08571428571428572,0.2596298259990001,0.0,3.333333333333333,15,0,1.2596298259990002
YNR036C,0.0,0.0,0.0,0.0,2,0,0.0
YAL064W,0.0,0.0,0.0,0.0,3,0,0.0
YKR011C,0.0,0.0,0.0,0.0,2,0,0.0
YAL067C,0.0,0.0,0.0,0.0,1,0,0.0
YGR055W,0.0,0.0,0.0,0.0,1,0,0.0
YAR003W,0.14285714285714285,0.20055703066008002,0.0,3.8,7,0,1.2005570306600801
YBR175W,0.06666666666666667,0.20541408806613193,2.0,4.0,10,0,1.205414088066132
YDR140W,0.0,0.0,0.0,0.0,3,0,0.0
YAR007C,0.3,1.0571428571428572,3.0,3.4784461152882207,5,1,2.057142857142857
YJL173C,0.3,1.0571428571428572,3.0,4.423809523809524,5,1,2.057142857142857
YNL312W,1.0,1.0571428571428572,3.0,4.9641604010025056,3,1,2.057142857142857
YPL022W,0.0,0.0,0.0,0.0,3,0,0.0
YAR008W,0.3,1.4,3.0,1.2,5,1,2.257142857142857
YBL051C,0.15555555555555556,0.09777609899360794,10.333333333333334,9.0,10,0,1.0977760989936078
YLR105C,0.2,1.2000000000000002,3.0,2.2666666666666666,6,1,2.2
YMR059W,1.0,1.5666666666666667,3.0,3.333333333333333,3,1,2.5666666666666664
YPL083C,0.5,1.5666666666666667,3.0,2.2666666666666666,4,1,2.5666666666666664
YAR014C,0.02564102564102564,0.15171064002846832,0.0,1.6666666666666667,13,0,1.1517106400284682
YDR195W,0.3333333333333333,0.13333333333333333,0.0,0.0,3,0,1.1333333333333333
YER054C,0.0,0.0,0.0,0.0,2,0,0.0
YER133W,0.03333333333333333,0.6633333333333334,4.791666666666666,2.1142857142857143,21,1,1.6633333333333336
YER158C,0.0,0.0,0.0,0.0,4,0,0.0
YIL045W,0.06666666666666667,0.34285714285714286,0.0,2.1142857142857143,6,0,1.342857142857143
YMR071C,0.0,0.0,0.0,0.0,3,1,0.0
YNL333W,0.25,1.774801587301587,0.0,11.3,8,0,2.774801587301587
YAR018C,0.0,0.0,0.0,0.0,5,0,0.0
YBL106C,0.0641025641025641,0.3715145304263876,0.0,4.564102564102564,13,0,1.3715145304263876
YFR028C,0.0,0.0,0.0,0.0,3,1,0.0
YGL116W,0.16666666666666666,0.035555555555555556,9.333333333333334,2.414285714285714,4,1,1.0355555555555556
YMR001C,0.047619047619047616,0.17424242424242425,0.0,2.063492063492064,7,1,1.1742424242424243
YPR111W,0.26666666666666666,0.6393939393939395,0.0,2.063492063492064,6,1,1.6393939393939396
YAR027W,0.0,0.0,0.0,0.0,2,0,0.0
YAR030C,0.0,0.0,0.0,0.0,2,0,0.0
YBR135W,0.1111111111111111,0.5984126984126983,0.0,43.72987012987013,10,1,1.5984126984126983
YAR031W,0.0,0.0,0.0,0.0,3,0,0.0
YBR217W,0.09090909090909091,0.8155038759689922,19.5,12.033333333333337,11,0,1.815503875968992
YCR030C,0.0,0.0,0.0,0.0,5,0,0.0
YAR033W,0.0,0.0,0.0,0.0,2,0,0.0
YGL051W,0.0,0.0,0.0,0.0,1,0,0.0
YAR035W,0.0,0.0,0.0,0.0,4,0,0.0
YGR069W,0.0,0.0,0.0,0.0,2,0,0.0
YAR066W,0.0,0.0,0.0,0.0,2,0,0.0
YDR074W,0.10714285714285714,0.8571428571428571,3.0,2.033333333333333,8,0,1.8571428571428572
YBL001C,0.1,0.054563492063492064,0.0,2.0090909090909093,5,0,1.054563492063492
YDR510W,0.021645021645021644,0.26675360882827226,0.0,6.0,22,1,1.2667536088282723
YER067W,0.0,0.0,0.0,0.0,2,0,0.0
YBL002W,0.0,0.0,0.0,0.0,2,0,0.0
YCL066W,0.0,0.0,0.0,0.0,3,0,0.0
YCR040W,0.0,0.0,0.0,0.0,3,0,0.0
YBL006C,0.0,0.0,0.0,0.0,1,0,0.0
YDR489W,0.0,0.0,0.0,0.0,7,1,0.0
YBL007C,0.13630229419703105,3.3085929502616156,97.59000000000003,53.447222222222216,39,0,4.308592950261616
YBR205W,0.027777777777777776,0.07631578947368421,25.2,1.25,9,0,1.0763157894736841
YCR088W,0.25757575757575757,1.5913311001246508,134.45,21.5,12,1,2.591331100124651
YDR388W,0.12832550860719874,8.43681173039928,1194.4499999999998,289.82351274456533,72,0,9.43681173039928
YGL104C,0.0,0.0,0.0,0.0,4,0,0.0
YGR268C,0.045454545454545456,0.18080059303187546,50.2,10.0,12,0,1.1808005930318755
YHR016C,0.11428571428571428,1.7494916869638888,230.11666666666667,10.6,21,0,2.749491686963889
YIR006C,0.0,0.0,0.0,0.0,11,1,0.0
YJL004C,0.23809523809523808,0.21527349331510623,28.35,12.666666666666666,7,0,1.2152734933151061
YJL151C,0.1,0.07631578947368421,6.3,1.0,5,0,1.0763157894736841
YKR030W,0.10714285714285714,0.15330930415099348,14.011111111111111,3.74512987012987,8,0,1.1533093041509934
YLR064W,0.16666666666666666,0.07631578947368421,6.3,0.0,4,0,1.0763157894736841
YLR078C,0.05555555555555555,0.22738095238095238,3.444444444444444,6.880952380952381,9,1,1.2273809523809525
YMR253C,0.0,0.0,0.0,0.0,3,0,0.0
YNL138W,0.25,0.7442357494247783,53.2,7.791666666666666,8,1,1.7442357494247784
YNL152W,0.0,0.0,0.0,0.0,2,1,0.0
YOR181W,0.12121212121212122,1.9795399314198123,0.0,26.56349206349206,22,1,2.9795399314198123
YOR284W,0.12087912087912088,0.9422179075153181,117.78333333333333,4.533333333333333,14,0,1.942217907515318
YPL246C,0.19047619047619047,0.30466303373111675,12.6,4.196825396825397,7,0,1.3046630337311167
YPR171W,0.16666666666666666,0.44039481572744255,18.733333333333334,4.0313852813852815,9,0,1.4403948157274424
YGR063C,0.0,0.0,0.0,0.0,2,0,0.0
YOR038C,0.16666666666666666,0.21041666666666667,4.5,0.0,4,0,1.0024958745874586
YBL010C,0.0,0.0,0.0,0.0,1,0,0.0
YKR022C,0.0,0.0,0.0,0.0,4,1,0.0
YBL014C,0.16666666666666666,0.6666666666666666,1.3333333333333333,2.25,4,1,1.6666666666666665
YJL025W,1.0,0.8333333333333333,2.9166666666666665,2.25,2,1,1.8333333333333333
YML043C,0.3333333333333333,0.8333333333333333,2.9166666666666665,2.0,3,1,1.8333333333333333
YDL159W,0.38095238095238093,1.4445255466927294,0.0,5.771428571428571,7,0,2.4445255466927294
YDR103W,0.15151515151515152,1.5154888970678444,9.333333333333334,14.213095238095235,12,0,2.5154888970678444
YDR469W,0.06666666666666667,0.15202702702702703,4.0,1.2,6,0,1.152027027027027
YDR480W,0.26666666666666666,1.1252747252747253,9.0,3.871428571428571,6,0,2.1252747252747253
YHR168W,0.0,0.0,0.0,0.0,4,0,0.0
YIL169C,0.0,0.0,0.0,0.0,3,0,0.0
YLR313C,0.26666666666666666,0.7284075573549258,0.0,2.0047619047619047,6,0,1.7284075573549258
YLR362W,0.1,1.9726978615955182,0.0,19.08681318681319,20,0,2.972697861595518
YPL049C,0.14285714285714285,1.010989010989011,9.0,4.25,8,0,2.010989010989011
YBL018C,0.0,0.0,0.0,0.0,1,1,0.0
YBL019W,0.0,0.0,0.0,0.0,1,0,0.0
YEL009C,0.0,0.0,0.0,0.0,4,0,0.0
YBL021C,0.5,1.1454545454545455,4.0,4.542857142857143,5,0,2.1454545454545455
YGL237C,0.15555555555555556,1.2121212121212122,12.333333333333334,8.799999999999999,10,0,2.212121212121212
YKL109W,1.0,0.9222222222222223,3.0,2.1142857142857143,3,0,1.9222222222222223
YOR358W,0.18181818181818182,1.1882275485328921,16.333333333333332,12.387698412698413,11,0,2.1882275485328924
