protein,CC,ECC,SL_Nb,GO_Nb,degree,essential,MEM_FET
YGR061C,0.5,1.137012987012987,21.833333333333332,4.25,5,0,2.1370129870129873
YGR204W,0.13636363636363635,1.5779220779220777,9.166666666666666,4.25,12,0,2.5779220779220777
YJR091C,0.0007893942559959137,0.23208191126279853,0.0,27.086652236652235,294,0,1.2320819112627985
YMR101C,0.0,0.0,0.0,0.0,1,0,0.0
YMR205C,0.10476190476190476,1.448510449183487,7.277777777777777,10.892857142857142,15,0,2.448510449183487
YAL013W,0.0,0.0,0.0,0.0,2,0,0.0
YDR207C,0.06535947712418301,1.073529411764706,46.333333333333336,2.1022727272727275,18,0,2.073529411764706
YGL061C,0.04093567251461988,0.7132791327913279,6.0,8.476190476190474,19,1,1.713279132791328
YAL014C,0.0,0.0,0.0,0.0,2,0,0.0
YER133W,0.06219512195121951,1.8670045901925287,42.891666666666666,21.281349206349205,41,1,2.8670045901925287
YIL034C,0.005847953216374269,0.08585858585858586,0.0,0.5,19,0,1.0858585858585859
YAL016W,0.6,1.203448275862069,0.0,7.93452380952381,5,0,2.203448275862069
YDL134C,0.3090909090909091,2.5118232946453296,0.0,61.99999999999999,11,0,3.5118232946453296
YDL188C,0.6666666666666666,2.5532019704433497,0.0,27.125,7,0,3.5532019704433497
YGL190C,0.2545454545454545,2.1426028921023357,0.0,13.58874458874459,11,0,3.1426028921023357
YMR109W,0.135632183908046,3.8762024043203533,94.49999999999999,36.82431457431458,30,0,4.876202404320353
YNL127W,0.0,0.0,0.0,0.0,4,0,0.0
YAL017W,0.0,0.0,0.0,0.0,2,0,0.0
YAL029C,0.38095238095238093,1.5397186147186148,27.5,4.330029619503304,7,0,2.539718614718615
YCL027W,0.01,0.22727272727272724,17.333333333333332,8.166666666666666,25,0,1.2272727272727273
YAL018C,0.0,0.0,0.0,0.0,1,0,0.0
YLR264W,0.595509893455099,43.37878318862813,231.33333333333334,269.00000000000006,73,0,44.37878318862813
YAL019W,0.0,0.0,0.0,0.0,1,0,0.0
YJL124C,0.015015015015015015,0.4006055511449431,10.916666666666666,23.821428571428573,37,0,1.4006055511449431
YAL021C,0.45454545454545453,3.9106076255372932,117.725,33.69761904761905,12,0,4.910607625537294
YDL160C,0.20948616600790515,4.818181818181819,278.45,38.76785714285714,23,0,5.818181818181819
YDR443C,0.41904761904761906,7.579521405138102,79.83333333333334,123.25,21,0,8.579521405138102
YFL028C,0.7307692307692307,7.655829761054219,158.475,47.50595238095238,13,0,8.65582976105422
YGR092W,0.4117647058823529,6.613390092879257,81.3,40.80119047619048,17,0,7.613390092879257
YIL106W,0.43333333333333335,6.382408840729274,45.66666666666667,55.31428571428572,16,1,7.382408840729274
YJR122W,0.6666666666666666,7.078562686883121,272.7833333333333,126.66666666666669,13,0,8.07856268688312
YKR036C,0.6813186813186813,8.016788388769813,79.66666666666667,102.41666666666669,14,0,9.016788388769813
YLR180W,0.06666666666666667,0.9642857142857142,0.0,8.873809523809523,15,0,1.9642857142857142
YNL025C,0.2826086956521739,6.035416430598348,55.75,59.89285714285714,24,0,7.035416430598348
YNR052C,0.32679738562091504,5.508977280857749,136.975,65.45952380952382,18,1,6.508977280857749
YPL042C,0.3137254901960784,5.203609727643918,133.58333333333334,27.052380952380958,18,0,6.203609727643918
YAL022C,0.0,0.0,0.0,0.0,1,0,0.0
YGL132W,0.0,0.0,0.0,0.0,2,0,0.0
YAL024C,0.0,0.0,0.0,0.0,1,0,0.0
YIR009W,0.10984848484848485,2.6185507571448454,116.16666666666666,69.5,33,0,3.6185507571448454
YAL025C,0.6,0.18693168533594065,14.833333333333334,2.6944444444444446,5,1,1.1869316853359406
YHR052W,0.5120020429009193,43.70507639880868,927.5416666666666,1177.095238095238,89,1,44.70507639880868
YJR044C,0.0,0.0,0.0,0.0,1,0,0.0
YKR081C,0.6716297786720322,43.096546823934126,693.2499999999999,735.4036269286269,71,1,44.096546823934126
YNL110C,0.7188811188811188,41.58738106626065,431.61111111111114,1392.2499999999998,66,1,42.58738106626065
YOR272W,0.6170212765957447,18.71486608311227,343.44166666666666,326.9997335997337,48,1,19.71486608311227
YAL026C,0.0,0.0,0.0,0.0,3,0,0.0
YDL192W,0.2916666666666667,4.271375598086124,88.0,221.0,16,0,5.271375598086124
YOR153W,0.0,0.0,0.0,0.0,1,0,0.0
YPL146C,0.0,0.0,0.0,0.0,2,1,0.0
YAL028W,0.0,0.0,0.0,0.0,3,0,0.0
YBL050W,0.03650793650793651,1.3142857142857145,111.5,23.33333333333334,36,1,2.3142857142857145
YDL239C,0.021848739495798318,0.6922739244951712,17.555555555555557,26.263461538461534,35,0,1.6922739244951712
YLR233C,0.022222222222222223,0.2222222222222222,0.0,0.0,10,0,0.3222222222222222
YBR130C,0.09523809523809523,0.4309523809523809,5.25,0.8571428571428571,7,0,1.430952380952381
YFL039C,0.0570409982174688,1.9015151515151518,111.66666666666666,41.0687134502924,34,1,2.901515151515152
YGL106W,0.3333333333333333,1.179112554112554,14.5,7.181818181818182,7,1,2.179112554112554
YHR023W,0.16666666666666666,0.9837662337662338,0.0,2.30622009569378,9,1,1.9837662337662338
YKL130C,0.009523809523809525,0.15671140939597317,5.166666666666667,32.333333333333336,21,0,1.1567114093959732
YOR326W,0.08225108225108226,1.5048334370250593,86.33333333333334,19.65021244889329,22,1,2.5048334370250593
YAL030W,0.0,0.0,0.0,0.0,2,0,0.0
YDR468C,0.2,1.703412274000509,22.166666666666668,14.25,11,1,2.703412274000509
YGR009C,0.045454545454545456,0.31973259873295196,0.0,7.166666666666667,12,1,1.319732598732952
YAL031C,0.0,0.0,0.0,0.0,1,0,0.0
YAL032C,0.07575757575757576,0.6008844534142184,23.333333333333332,14.083333333333332,12,1,1.6008844534142184
YBR017C,0.17857142857142858,0.27350297608172247,5.944444444444444,4.303571428571429,8,0,1.2735029760817225
YDR416W,0.09166666666666666,1.1289710289710289,15.0,17.857142857142858,16,1,2.128971028971029
YER013W,0.45454545454545453,1.6641166006336288,40.33333333333333,45.66666666666666,11,1,2.664116600633629
YJL203W,0.4072398190045249,20.541597115880563,357.0,598.1666666666666,52,1,21.541597115880563
YKL095W,0.3333333333333333,0.1575757575757576,2.0,2.321428571428571,3,1,1.1575757575757577
YKL173W,0.4631578947368421,2.4774074135151922,127.83333333333333,134.01785714285714,20,1,3.4774074135151922
YLR338W,0.0,0.0,0.0,0.0,2,0,0.0
YLR345W,0.047619047619047616,0.09762050030506407,9.333333333333334,3.5,7,0,1.097620500305064
YLR423C,0.014925373134328358,1.0103901804955362,84.60833333333333,106.8923076923077,68,0,2.010390180495536
YNL189W,0.006890380313199105,1.0335570469798652,121.02777777777776,195.23055555555555,150,1,2.0335570469798654
YOR036W,0.06666666666666667,0.8241645781119464,40.5,24.916666666666664,15,1,1.8241645781119464
YPL151C,0.34502923976608185,2.9611184007562574,23.0,93.5,19,1,3.9611184007562574
YAL033W,0.7777777777777778,6.805555555555555,12.25,7.870707070707071,9,1,7.805555555555555
YBL018C,0.7777777777777778,6.805555555555555,24.0,7.870707070707071,9,1,7.805555555555555
YBR167C,0.7777777777777778,6.805555555555555,24.0,10.588888888888889,9,1,7.805555555555555
YBR257W,1.0,7.055555555555555,24.0,11.333333333333334,8,1,8.055555555555555
YGR030C,1.0,7.055555555555555,24.0,10.123232323232322,8,1,8.055555555555555
YHR062C,0.7777777777777778,6.805555555555555,24.0,10.588888888888889,9,1,7.805555555555555
YIR015W,1.0,7.055555555555555,0.0,7.870707070707071,8,1,8.055555555555555
YJR115W,0.3333333333333333,0.09965034965034966,0.0,0.0,3,0,1.0996503496503496
YNL221C,0.6222222222222222,6.222222222222222,12.25,9.866666666666667,10,1,7.222222222222222
YNL282W,0.6222222222222222,6.222222222222222,24.0,11.444444444444445,10,1,7.222222222222222
YAL034C,0.2857142857142857,1.0339246809835045,0.0,52.0,7,0,2.0339246809835045
YBR198C,0.30158730158730157,7.342641769981124,57.75,124.25,28,1,8.342641769981125
YDL140C,0.19457013574660634,9.863799392399098,231.0,234.86432276873447,52,1,10.863799392399098
YDR044W,0.2,0.36834733893557425,9.333333333333334,12.083333333333334,5,1,1.3683473389355743
YLR055C,0.3333333333333333,0.4492063492063492,2.0,2.5,4,0,1.4492063492063492
YML114C,0.35555555555555557,1.5340545359726945,11.5,66.0,10,1,2.5340545359726945
YOL004W,0.09558823529411764,1.3082642806036706,15.5,36.80727272727273,17,0,2.3082642806036704
YAL034WA,0.0,0.0,0.0,0.0,4,0,0.0
YGL172W,0.15333333333333332,3.0284851858903785,34.625,51.19047619047618,25,1,4.0284851858903785
YGR120C,0.09941520467836257,1.5744243605349262,27.96111111111111,41.900000000000006,19,1,2.574424360534926
YKL103C,0.09090909090909091,0.47898282986279334,16.958333333333332,17.952380952380953,11,0,1.4789828298627934
YAL035W,0.44563279857397503,8.074436388208428,451.3333333333333,210.49854589854587,34,1,9.074436388208428
YBR009C,0.09686609686609686,2.5339972527472527,0.0,13.683473389355742,27,1,3.5339972527472527
YBR079C,0.29797979797979796,9.502125438027619,383.1666666666666,257.1781746031746,45,1,10.502125438027619
YBR086C,0.9,0.6002331002331003,1.3333333333333333,15.142857142857142,5,0,1.6002331002331003
YBR143C,0.5238095238095238,3.967675106583557,59.5,90.75,15,1,4.967675106583557
YDL213C,0.5428571428571428,34.38181870662694,556.4166666666666,590.6670995670995,71,0,35.38181870662694
YDR101C,0.6108848574601999,41.54504603291206,722.9999999999999,1337.3666666666666,74,0,42.54504603291206
YDR429C,0.383399209486166,5.876581956775619,150.83333333333331,106.125,23,1,6.876581956775619
YDR496C,0.4361851332398317,39.18642759741338,449.888888888889,1050.9940476190477,93,0,40.18642759741338
YGL049C,0.27450980392156865,3.0945411550094217,19.833333333333332,46.43580031080031,18,0,4.094541155009422
YGL099W,0.582942097026604,38.239745919925475,1312.1666666666665,693.8653679653681,72,1,39.239745919925475
YGR162W,0.3804878048780488,8.994340154568556,493.3333333333333,224.10800865800863,41,0,9.994340154568556
YJL109C,0.3535947712418301,48.08888888888889,683.0277777777779,1351.525246975247,136,1,49.08888888888889
YJR007W,0.4268774703557312,7.458201914095975,0.0,112.10714285714286,23,1,8.458201914095975
YLR106C,0.5388127853881278,35.61688172700737,685.9583333333333,672.2797535797534,73,1,36.61688172700737
YLR192C,0.5238095238095238,0.9526195049082373,6.5,14.0,7,0,1.9526195049082373
YLR241W,0.0,0.0,0.0,0.0,3,0,0.0
YLR409C,0.4017821782178218,39.651594948012004,825.3749999999999,2528.0,101,1,40.651594948012004
YMR012W,0.23172905525846701,5.474593328112431,221.0,245.75000000000003,34,0,6.474593328112431
YMR049C,0.5370725034199726,43.97420333783795,811.7916666666665,1327.2690476190471,86,1,44.97420333783795
YMR116C,0.525154170723791,41.48295625942682,216.5,104.94234654234654,79,0,42.48295625942682
YMR146C,0.5808823529411765,5.758973948586625,24.5,76.78336940836941,17,1,6.758973948586625
YMR290C,0.5298048650093558,43.87041799712258,769.7916666666666,947.4704545454548,87,1,44.87041799712258
YMR309C,0.49453551912568305,24.809210054873333,718.5000000000001,698.3523809523809,61,1,25.809210054873333
YMR310C,0.4071969696969697,5.991027069003004,210.0,112.08414918414918,33,0,6.991027069003004
YNL002C,0.6638282117734172,44.95821003157666,834.0416666666665,860.8272755022753,74,1,45.95821003157666
YNL132W,0.4554752248280727,48.03024169677266,982.2499999999999,953.3265900765904,107,1,49.03024169677266
YOL041C,0.39910044977511244,45.94306871061406,1123.4583333333335,2386.083333333333,116,0,46.94306871061406
YOL077C,0.4009596456692913,51.21224846894139,1265.5416666666667,1900.5904761904756,128,1,52.21224846894139
YOR206W,0.438001638001638,48.1111744934066,954.9166666666665,2252.083333333333,111,1,49.1111744934066
YOR361C,0.4702660406885759,30.615380230309462,883.0833333333334,1562.333333333333,72,1,31.615380230309462
YPL012W,0.3652505446623094,49.67407407407409,874.0277777777776,1327.6306748806749,136,1,50.67407407407409
YPL093W,0.4177405498281787,39.41916742555998,907.7916666666666,1187.9702380952378,97,1,40.41916742555998
YPR041W,0.65,5.391473374043797,0.0,59.79606782106782,16,1,6.391473374043797
YAL036C,0.11538461538461539,0.8979075233332199,62.71666666666667,50.133333333333326,13,0,1.8979075233332199
YCL037C,0.42424242424242425,0.6669666346020436,18.666666666666664,42.0,12,0,1.6669666346020438
YCR038C,0.1,0.16025641025641024,12.6,7.5,5,0,1.1602564102564101
YDL051W,0.6386554621848739,10.561233569353398,289.25,348.49999999999994,35,0,11.561233569353398
YDL065C,0.04395604395604396,0.3138237669816984,3.766666666666667,4.8,14,0,1.3138237669816983
YDR152W,0.0,0.0,0.0,0.0,3,0,0.0
YGR250C,0.0,0.0,0.0,0.0,3,0,0.0
YJL138C,0.2,2.831407667067791,0.0,123.66666666666666,20,0,3.831407667067791
YLR150W,0.1,0.11458333333333333,0.6666666666666666,0.5,5,0,1.1145833333333333
YLR175W,0.4330532212885154,34.74840998119916,246.02083333333337,623.3852980352978,85,1,35.74840998119916
YNR022C,0.0,0.0,0.0,0.0,2,0,0.0
YOR243C,0.34545454545454546,1.2675101396648247,25.916666666666668,29.53333333333333,11,0,2.2675101396648247
YAL038W,0.0,0.0,0.0,0.0,3,1,0.0
YNL307C,0.0,0.0,0.0,0.0,4,0,0.0
YOR226C,0.0,0.0,0.0,0.0,2,0,0.0
YOR347C,0.0,0.0,0.0,0.0,1,0,0.0
YAL040C,0.03571428571428571,0.15656565656565657,0.0,0.0,8,0,0.38467625564399754
YBR160W,0.039525691699604744,0.9090909090909091,0.0,14.35487012987013,23,1,1.9090909090909092
YJL013C,0.0,0.0,0.0,0.0,6,0,0.0
YJL157C,0.15555555555555556,1.0446672608437313,0.0,25.74025974025974,10,1,2.044667260843731
YJR132W,0.0,0.0,0.0,0.0,9,0,0.0
YLL021W,0.047619047619047616,0.6342532467532467,0.0,6.438095238095238,15,0,1.6342532467532467
YPL014W,0.0,0.0,0.0,0.0,1,0,0.0
YAL041W,0.05228758169934641,0.9235294117647058,0.0,20.348484848484848,18,1,1.9235294117647057
YER114C,0.09090909090909091,0.7983550003073329,6.0,37.25,12,0,1.7983550003073328
YGL052W,0.0,0.0,0.0,0.0,1,0,0.0
YGL127C,0.005541346973572037,0.3469793322734499,26.5,25.615476190476187,69,0,1.3469793322734498
YGL233W,0.38181818181818183,4.149732620320855,11.888888888888888,5.583333333333334,11,1,5.149732620320855
YGR152C,0.3,0.4585561497326203,3.111111111111111,0.0,5,0,1.1127835549804337
YGR221C,0.0,0.0,0.0,0.0,2,0,0.0
YGR268C,0.02564102564102564,0.1574606579143784,2.0,149.0,13,0,1.1574606579143785
YHL007C,0.10256410256410256,1.120172311348782,6.444444444444445,15.352870813397129,13,0,2.120172311348782
YIL079C,0.0,0.0,0.0,0.0,2,0,0.0
YJL008C,0.5111111111111111,4.5999900482659095,25.333333333333336,10.0,10,1,5.5999900482659095
YJL187C,0.0,0.0,0.0,1.4545454545454546,4,0,1.0
YLR206W,0.0,0.0,0.0,0.0,2,0,0.0
YLR229C,0.125,2.072794117647059,7.444444444444445,32.09985847485847,17,1,3.072794117647059
YMR298W,0.16666666666666666,0.6666666666666666,2.0,1.2,4,1,1.6666666666666665
YOR212W,0.07272727272727272,0.7302521008403362,0.0,11.345238095238097,11,0,1.7302521008403362
YPL161C,0.05238095238095238,1.1,0.0,73.0,21,0,2.1
YAL042W,0.0,0.0,0.0,0.0,1,0,0.0
YAL043C,0.3523809523809524,4.334127519653835,112.83333333333334,25.705952380952382,15,1,5.334127519653835
YDL014W,0.44141512495942875,32.28042103391091,478.20833333333337,817.2892857142858,79,1,33.28042103391091
YDL195W,0.42424242424242425,4.553836295283664,37.36111111111111,9.916666666666666,12,1,5.553836295283664
YDR301W,0.7424242424242424,6.243661187740136,48.0,50.6,12,1,7.243661187740136
YDR311W,0.07112375533428165,2.64324368358186,37.833333333333336,36.75336403792286,38,1,3.64324368358186
YGL044C,0.12433862433862433,3.481481481481482,46.33333333333333,29.115476190476198,28,1,4.481481481481482
YGR156W,0.16666666666666666,0.16233766233766234,9.333333333333334,0.0,4,1,1.1623376623376624
YJR093C,0.5164835164835165,5.768499775078723,32.5,46.50000000000001,14,1,6.768499775078723
YKL018W,0.2087912087912088,2.6163260715892296,10.0,22.9047619047619,14,1,3.6163260715892296
YKR002W,0.5512820512820513,5.473977411477413,31.5,29.117857142857144,13,1,6.473977411477413
YLR115W,0.4852941176470588,6.426456446765371,148.83333333333334,101.0,17,1,7.426456446765371
YLR277C,0.3835978835978836,6.356793871562544,151.0,103.39285714285714,28,1,7.356793871562544
YMR182C,0.0,0.0,0.0,0.0,2,0,0.0
YNL317W,0.2894736842105263,3.2896578257419007,135.83333333333334,48.08127705627705,20,1,4.289657825741901
YNR054C,0.6473429951690821,20.547279872720008,234.875,444.8428571428572,46,1,21.547279872720008
YOR250C,0.5512820512820513,5.629814386393334,61.83333333333333,35.6,13,1,6.629814386393334
YAL044C,1.0,2.111111111111111,0.0,0.0,3,0,2.584795321637427
YDR019C,1.0,2.111111111111111,0.0,0.0,3,0,2.584795321637427
YFL018C,0.07602339181286549,1.398234683281412,13.5,11.16984126984127,19,0,2.3982346832814123
YMR189W,1.0,2.111111111111111,0.0,0.0,3,0,2.584795321637427
YAL045C,0.0,0.0,0.0,0.0,1,0,0.0
YJR063W,0.2746031746031746,9.45548504409264,58.5,49.91468253968253,36,0,10.45548504409264
YAL047C,0.02197802197802198,0.1775067157844999,6.791666666666666,0.0,14,0,0.3013218733174924
YCL032W,0.011764705882352941,0.368305531167691,0.0,22.0,35,0,1.368305531167691
YEL061C,0.0,0.0,0.0,2.5,6,0,1.0
YGL212W,0.05228758169934641,0.9349845201238391,53.25,12.11111111111111,18,0,1.9349845201238391
YGR218W,0.01751412429378531,0.9302921394833576,68.48333333333335,36.41048118548119,60,1,1.9302921394833576
YHR172W,0.26666666666666666,1.3626373626373627,6.694444444444444,5.313131313131313,6,1,2.3626373626373627
YIL026C,0.23809523809523808,1.2046035805626598,6.0,10.0,7,1,2.20460358056266
YIL061C,0.20851624231782265,14.073601302948182,312.8333333333333,337.3,68,1,15.073601302948182
YLR045C,0.0,0.0,0.0,0.0,3,1,0.0
YLR429W,0.0,0.0,0.0,5.076923076923077,5,0,1.0
YMR047C,0.007516778523489933,1.1275167785234903,87.72083333333335,97.52500000000002,150,1,2.12751677852349
YNL126W,0.4,1.4626373626373628,6.694444444444445,4.666666666666667,5,1,2.4626373626373628
YNL188W,0.0,0.0,0.0,0.0,3,1,0.0
YAL049C,0.0,0.0,0.0,0.0,1,0,0.0
YNL094W,0.031578947368421054,0.4955433253981348,42.45,0.0,20,0,0.5592692313883921
YAL051W,0.0,0.0,0.0,0.0,1,0,0.0
YOR363C,0.0,0.0,0.0,0.0,2,0,0.0
YAL054C,0.0,0.0,0.0,0.0,3,0,0.0
YHR041C,0.13709677419354838,4.092056084665693,16.0,82.2334249084249,32,0,5.092056084665693
YLR049C,0.0,0.0,0.0,0.0,3,0,0.0
YAL055W,0.0,0.0,0.0,0.0,1,0,0.0
YAL056W,1.0,0.5,4.666666666666667,12.142857142857142,2,0,1.5
YER020W,0.2,1.0,1.8333333333333333,12.90952380952381,5,0,2.0
YGL121C,0.2,1.0,14.833333333333332,34.0,5,0,2.0
YAL058W,0.0,0.0,0.0,0.0,1,0,0.0
YOR236W,0.0,0.0,0.0,0.0,1,1,0.0
YAL059W,0.0,0.0,0.0,0.0,1,0,0.0
YER165W,0.0935672514619883,1.247690239071915,27.208333333333332,14.581959706959706,19,1,2.2476902390719147
YAL060W,0.0,0.0,0.0,0.0,1,0,0.0
YAL062W,0.0,0.0,0.0,0.0,2,0,0.0
YLR267W,0.0,0.0,0.0,0.0,3,0,0.0
YAL064W,0.0,0.0,0.0,0.0,3,0,0.0
YHR114W,0.0029421945309795776,0.3177570093457944,31.333333333333332,19.7,108,0,1.3177570093457944
YKR011C,0.0,0.0,0.0,0.0,2,0,0.0
YMR149W,0.48484848484848486,5.776223776223777,8.0,4.583333333333334,12,1,6.569706423519984
YAL064WB,0.0,0.0,0.0,0.0,1,0,0.0
YPR126C,0.0,0.0,0.0,0.0,5,0,0.0
YAL066W,0.0,0.0,0.0,0.0,1,0,0.0
YAR002CA,0.0,0.0,0.0,0.0,3,0,0.0
YER110C,0.09655172413793103,1.9414910557038885,51.138888888888886,42.36204481792718,30,0,2.9414910557038887
YDL229W,0.16666666666666666,0.08689024390243902,3.0,13.0,4,0,1.086890243902439
YDR385W,0.09523809523809523,0.4202235772357723,0.0,0.0,7,0,0.6468603020587124
YGL097W,0.14285714285714285,0.5737502214610524,22.166666666666664,3.666666666666666,8,1,1.5737502214610524
YJL080C,0.0,0.0,0.0,0.0,6,0,0.0
YLR293C,0.10457516339869281,1.592020054431772,61.5,31.3469696969697,18,1,2.5920200544317717
YAR003W,0.32142857142857145,2.0037851037851038,6.0,28.0,8,0,3.0037851037851038
YBL026W,0.022222222222222223,0.9115942028985508,35.66666666666667,18.41812865497076,46,1,1.9115942028985509
YBR175W,0.2,1.9820512820512821,17.166666666666668,32.86666666666667,11,0,2.982051282051282
YBR258C,0.6,2.3313492063492065,16.0,51.0,6,0,3.3313492063492065
YDR140W,0.0,0.0,0.0,0.0,3,0,0.0
YHR119W,0.3111111111111111,2.747863247863248,19.166666666666664,16.975757575757573,10,0,3.747863247863248
YLR015W,0.4166666666666667,3.1506410256410255,19.666666666666668,38.1,9,0,4.1506410256410255
YAR007C,0.15333333333333332,3.6793650793650796,144.33333333333331,30.004847345636826,25,1,4.67936507936508
YBR114W,0.3111111111111111,2.44626554001554,15.5,17.799999999999997,10,0,3.44626554001554
YBR136W,0.42857142857142855,1.4965277777777777,14.666666666666666,8.153634085213033,7,1,2.4965277777777777
YCR028CA,1.0,1.9035714285714285,0.0,2.056140350877193,4,0,2.9035714285714285
YCR092C,0.6666666666666666,5.2429098679098685,64.83333333333334,8.788721804511278,10,0,6.2429098679098685
YDL007W,0.7926829268292683,30.767458796761012,86.91666666666666,325.1608709273183,41,1,31.767458796761012
YDL097C,0.7198228128460686,30.039621187216085,0.0,325.1608709273183,43,1,31.039621187216085
YDL225W,0.42857142857142855,2.0332122083283073,15.166666666666668,28.163636363636364,8,0,3.0332122083283073
YDR034C,0.002048131080389145,0.12903225806451613,27.633333333333333,8.200000000000001,63,0,1.129032258064516
YDR097C,0.45454545454545453,4.682393994893995,71.66666666666666,17.30889724310777,12,0,5.682393994893995
YDR499W,0.23809523809523808,0.8564213564213564,4.166666666666667,32.4,7,1,1.8564213564213565
YER021W,0.7914634146341464,30.71973152403374,0.0,761.3333333333333,41,1,31.71973152403374
YER095W,0.08333333333333333,1.2515866873065014,8.25,20.554761904761904,16,0,2.251586687306501
YHR164C,0.4,1.7535714285714286,1.5,2.056140350877193,6,1,2.7535714285714286
YJL026W,0.1111111111111111,0.8416666666666668,9.222222222222221,29.425,9,1,1.8416666666666668
YJL173C,0.25,1.5952380952380953,20.833333333333332,11.4,8,1,2.5952380952380953
YLR033W,0.23636363636363636,1.6368894700357552,20.5,19.05,11,1,2.6368894700357552
YML032C,0.21323529411764705,3.4335839598997495,99.83333333333333,45.612987012987006,17,0,4.4335839598997495
YMR167W,0.3787878787878788,3.982080419580419,66.33333333333334,7.761591478696742,12,0,4.982080419580419
YMR190C,0.5333333333333333,4.121989121989121,5.833333333333332,4.041353383458647,10,0,5.102426785421973
YNL082W,0.6,4.679244366744366,70.66666666666667,14.947573479152426,10,0,5.679244366744366
YNL312W,0.6,1.9035714285714287,8.5,2.056140350877193,5,1,2.9035714285714285
